"DETECT_EQUIP_NO","POSITION_NO","BAR_CODE","LOAD_CURRENT","PF","AVE_ERR"
"9","56","3730001000000411767679","05","01","+0.0278"
"9","57","3730001000000411769048","05","01","+0.0333"
"19","29","3730001000000411754167","05","01","-0.0066"
"19","37","3730001000000411754181","05","01","-0.0111"
"19","39","3730001000000411718244","05","01","+0.0233"
"19","55","3730001000000411755683","05","01","-0.0333"
"20","22","3730001000000411796228","05","01","-0.0222"
"20","30","3730001000000411795016","05","01","-0.0111"
"20","44","3730001000000411791582","05","01","-0.0089"
"4","9","3730001000000411825522","05","01","+0.0444"
"4","12","3730001000000411825362","05","01","+0.0244"
"4","17","3730001000000411786977","05","01","+0.0178"
"4","18","3730001000000411825683","05","01","-0.0333"
"12","20","3730001000000411609672","05","01","-0.0055"
"12","23","3730001000000411540203","05","01","+0.0433"
"8","20","3730001000000411543471","05","01","+0.0177"
"8","22","3730001000000411641993","05","01","+0.1413"
"14","10","3730001000000411521189","05","01","+0.0289"
"14","13","3730001000000411521271","05","01","+0.0466"
"14","18","3730001000000411519551","05","01","+0.0100"
"14","23","3730001000000411522490","05","01","+0.0077"
"14","26","3730001000000411642365","05","01","+0.0166"
"14","32","3730001000000411559816","05","01","+0.0511"
"14","33","3730001000000411586133","05","01","+0.0333"
"14","40","3730001000000411521899","05","01","+0.0277"
"14","43","3730001000000411519766","05","01","+0.0511"
"3","4","3730001000000411659868","05","01","+0.0667"
"3","6","3730001000000411509033","05","01","-0.0233"
"5","26","3730001000000411605902","05","01","+0.1703"
"5","30","3730001000000411602611","05","01","-0.0588"
"3","8","3730001000000411588397","05","01","-0.0033"
"3","18","3730001000000411557942","05","01","-0.0055"
"3","26","3730001000000411521127","05","01","-0.0166"
"3","52","3730001000000411627898","05","01","+0.0456"
"5","17","3730001000000411569020","05","01","+0.0773"
"5","43","3730001000000411571757","05","01","+0.1107"
"5","44","3730001000000411568955","05","01","+0.1393"
"5","47","3730001000000411570279","05","01","+0.1649"
"15","45","3730001000000411602772","05","01","+0.0033"
"15","51","3730001000000411599911","05","01","+0.0066"
"15","52","3730001000000411601430","05","01","+0.0055"
"15","54","3730001000000411603335","05","01","+0.0100"
"15","56","3730001000000411601324","05","01","-0.0044"
"15","57","3730001000000411599959","05","01","+0.0178"
"11","2","3730001000000411633929","05","01","-0.0122"
"11","13","3730001000000411526801","05","01","+0.0489"
"11","22","3730001000000411656256","05","01","-0.0199"
"14","41","3730001000000411656102","05","01","+0.0845"
"2","39","3730001000000411775056","05","01","+0.0389"
"2","44","3730001000000411818616","05","01","+0.0634"
"2","52","3730001000000411818791","05","01","+0.0800"
"2","57","3730001000000411773946","05","01","+0.0522"
"20","46","3730001000000411612436","05","01","+0.0122"
"18","9","3730001000000411816704","05","01","+0.0255"
"18","14","3730001000000411818289","05","01","-0.0166"
"18","28","3730001000000411722067","05","01","+0.0711"
"6","6","3730001000000411821937","05","01","+0.0444"
"7","48","3730001000000411626662","05","01","+0.0055"
"13","29","3730001000000411640293","05","01","-0.0144"
"13","47","3730001000000411541644","05","01","+0.0266"
"13","55","3730001000000411609320","05","01","+0.0044"
"13","2","3730001000000411733636","05","01","+0.0511"
"13","9","3730001000000411735944","05","01","+0.0811"
"13","13","3730001000000411773748","05","01","+0.0100"
"20","39","3730001000000411835460","05","01","-0.0311"
"5","43","3730001000000411731199","05","01","+0.0011"
"13","58","3730001000000411542603","05","01","+0.0055"
"4","12","3730001000000411771652","05","01","+0.0222"
"4","19","3730001000000411752354","05","01","-0.0133"
"4","41","3730001000000411772826","05","01","-0.0488"
"4","45","3730001000000411752958","05","01","-0.0144"
"6","32","3730001000000411768102","05","01","-0.0144"
"10","50","3730001000000411827397","05","01","+0.0122"
"10","53","3730001000000411827298","05","01","+0.0255"
"2","8","3730001000000411840822","05","01","-0.0300"
"2","3","3730001000000411838942","05","01","+0.0511"
"2","5","3730001000000411839543","05","01","-0.0044"
"2","9","3730001000000411785703","05","01","+0.0255"
"2","12","3730001000000411837112","05","01","+0.0244"
"12","12","3730001000000411789275","05","01","+0.0178"
"12","23","3730001000000411827472","05","01","-0.0122"
"12","40","3730001000000411790141","05","01","+0.0500"
"12","41","3730001000000411788704","05","01","+0.0333"
"4","27","3730001000000411826307","05","01","-0.0133"
"4","35","3730001000000411745943","05","01","+0.0055"
"12","12","3730001000000411642655","05","01","-0.0022"
"5","7","3730001000000411605889","05","01","-0.0044"
"5","12","3730001000000411601706","05","01","-0.0155"
"5","14","3730001000000411604813","05","01","+0.0222"
"5","21","3730001000000411600334","05","01","+0.0444"
"7","52","3730001000000411538941","05","01","-0.0355"
"7","55","3730001000000411538989","05","01","-0.0255"
"7","57","3730001000000411566227","05","01","+0.0144"
"7","59","3730001000000411605414","05","01","+0.0167"
"3","15","3730001000000411605049","05","01","+0.0155"
"3","24","3730001000000411561901","05","01","+0.0366"
"19","57","3730001000000411615239","05","01","-0.0233"
"6","7","3730001000000411810443","05","01","+0.0088"
"6","14","3730001000000411821470","05","01","-0.0022"
"6","18","3730001000000411822019","05","01","+0.0377"
"20","19","3730001000000411835446","05","01","+0.0200"
"20","25","3730001000000411740696","05","01","+0.0367"
"20","32","3730001000000411742720","05","01","-0.0522"
"5","51","3730001000000411729103","05","01","+0.0200"
"5","53","3730001000000411732059","05","01","+0.0422"
"5","58","3730001000000411728335","05","01","+0.0478"
"1","1","3730001000000411726720","05","01","+0.0211"
"1","5","3730001000000411767617","05","01","+0.0366"
"1","14","3730001000000411765668","05","01","+0.0422"
"1","15","3730001000000411765743","05","01","+0.0022"
"1","20","3730001000000411807962","05","01","+0.0100"
"1","22","3730001000000411727260","05","01","+0.0700"
"1","23","3730001000000411727772","05","01","+0.0155"
"1","25","3730001000000411823863","05","01","+0.0333"
"1","26","3730001000000411807856","05","01","+0.0322"
"1","33","3730001000000411765620","05","01","+0.0389"
"4","50","3730001000000411547530","05","01","-0.0466"
"3","6","3730001000000411790882","05","01","+0.0378"
"3","25","3730001000000411822392","05","01","+0.0511"
"3","31","3730001000000411787905","05","01","+0.0011"
"3","36","3730001000000411819576","05","01","+0.0255"
"5","25","3730001000000411794354","05","01","+0.0122"
"7","5","3730001000000411814892","05","01","+0.0278"
"7","7","3730001000000411733445","05","01","+0.0211"
"7","26","3730001000000411813710","05","01","+0.0667"
"7","32","3730001000000411736934","05","01","+0.1034"
"7","33","3730001000000411813628","05","01","+0.0222"
"5","15","3730001000000411771225","05","01","+0.0867"
"12","59","3730001000000411756734","05","01","+0.0511"
"1","43","3730001000000411791445","05","01","+0.0200"
"1","44","3730001000000411788537","05","01","+0.0433"
"1","57","3730001000000411770860","05","01","-0.0189"
"1","60","3730001000000411819187","05","01","-0.0022"
"4","34","3730001000000411726072","05","01","-0.0255"
"4","49","3730001000000411749293","05","01","-0.0155"
"3","19","3730001000000411848989","05","01","+0.0066"
"3","32","3730001000000411846558","05","01","+0.0255"
"3","44","3730001000000411860868","05","01","-0.0832"
"2","46","3730001000000411798192","05","01","+0.0122"
"16","13","3730001000000411753962","05","01","-0.0055"
"16","16","3730001000000411754310","05","01","+0.0155"
"16","24","3730001000000411754679","05","01","+0.0511"
"16","34","3730001000000411811365","05","01","-0.0133"
"16","45","3730001000000411812034","05","01","+0.0122"
"16","54","3730001000000411717261","05","01","0.0000"
"2","53","3730001000000411548797","05","01","-0.0010"
"18","42","3730001000000411624217","05","01","-0.0222"
"18","45","3730001000000411660475","05","01","-0.0211"
"18","47","3730001000000411625931","05","01","-0.0189"
"6","33","3730001000000411833268","05","01","+0.0167"
"12","1","3730001000000411526528","05","01","+0.0200"
"12","3","3730001000000411660529","05","01","+0.0155"
"12","6","3730001000000411574994","05","01","+14.6898"
"8","4","3730001000000411723545","05","01","+0.0200"
"7","38","3730001000000411734398","05","01","+0.0078"
"7","44","3730001000000411815394","05","01","+0.0300"
"7","48","3730001000000411733506","05","01","-0.0255"
"7","51","3730001000000411732868","05","01","+0.0255"
"7","56","3730001000000411736996","05","01","+0.1680"
"18","1","3730001000000411722609","05","01","+0.0278"
"18","4","3730001000000411817206","05","01","+0.0300"
"18","10","3730001000000411817916","05","01","+0.0077"
"18","23","3730001000000411848446","05","01","+0.0122"
"19","7","3730001000000411728700","05","01","+0.0133"
"19","13","3730001000000411798963","05","01","+0.0044"
"19","17","3730001000000411799069","05","01","+0.0022"
"19","23","3730001000000411811167","05","01","+0.0066"
"19","32","3730001000000411821463","05","01","+0.0100"
"19","34","3730001000000411810313","05","01","+0.0411"
"19","35","3730001000000411809706","05","01","-0.0422"
"19","37","3730001000000411728755","05","01","+0.0033"
"19","38","3730001000000411809034","05","01","-0.0222"
"19","5","3730001000000411855734","05","01","-0.0122"
"19","10","3730001000000411814748","05","01","-0.0078"
"19","13","3730001000000411815509","05","01","-0.0133"
"19","24","3730001000000411855826","05","01","+0.0122"
"19","38","3730001000000411816056","05","01","-0.0022"
"19","41","3730001000000411816568","05","01","-0.0111"
"19","43","3730001000000411815479","05","01","+0.0277"
"19","51","3730001000000411816049","05","01","+0.0122"
"19","52","3730001000000411814267","05","01","-0.0300"
"16","18","3730001000000411720988","05","01","+0.0088"
"16","19","3730001000000411725532","05","01","+0.0377"
"16","34","3730001000000411726676","05","01","-0.0100"
"16","41","3730001000000411726195","05","01","+0.0122"
"5","50","3730001000000411729400","05","01","+0.0055"
"5","54","3730001000000411731168","05","01","-0.0011"
"1","13","3730001000000411727123","05","01","+0.0444"
"1","27","3730001000000411809171","05","01","+0.0455"
"1","30","3730001000000411765705","05","01","+0.0255"
"1","39","3730001000000411765934","05","01","-0.0322"
"4","32","3730001000000411725662","05","01","-0.0200"
"19","6","3730001000000411624156","05","01","-0.0522"
"19","7","3730001000000411625283","05","01","-0.0411"
"19","13","3730001000000411632762","05","01","+0.0089"
"19","30","3730001000000411661144","05","01","-0.0511"
"19","33","3730001000000411661199","05","01","-0.0222"
"19","34","3730001000000411633752","05","01","+0.0155"
"5","53","3730001000000411585808","05","01","-0.0077"
"9","42","3730001000000411854171","05","01","+0.0433"
"9","43","3730001000000411854232","05","01","+0.0244"
"9","44","3730001000000411854669","05","01","+0.0189"
"9","49","3730001000000411856298","05","01","+0.0244"
"13","60","3730001000000411621599","05","01","-0.0055"
"13","1","3730001000000411635831","05","01","+0.0311"
"13","38","3730001000000411658625","05","01","-0.0289"
"13","46","3730001000000411575090","05","01","+0.0722"
"13","13","3730001000000411621285","05","01","+0.0511"
"13","20","3730001000000411624477","05","01","+0.0277"
"13","56","3730001000000411746162","05","01","+0.0344"
"8","7","3730001000000411713881","05","01","+0.0355"
"8","18","3730001000000411727291","05","01","+0.0300"
"8","23","3730001000000411713942","05","01","+0.0277"
"8","29","3730001000000411805128","05","01","+0.0155"
"13","14","3730001000000411754211","05","01","+0.0333"
"13","26","3730001000000411776435","05","01","+0.0389"
"20","2","3730001000000411785017","05","01","-0.0033"
"20","6","3730001000000411781873","05","01","-0.0211"
"20","9","3730001000000411782429","05","01","-0.0056"
"20","13","3730001000000411784973","05","01","-0.0067"
"11","44","3730001000000411594114","05","01","+0.0044"
"16","8","3730001000000411654344","05","01","-0.0011"
"16","13","3730001000000411655457","05","01","-0.0366"
"16","14","3730001000000411656690","05","01","-0.0455"
"16","15","3730001000000411634414","05","01","+0.0155"
"16","27","3730001000000411635114","05","01","+0.0055"
"16","29","3730001000000411655204","05","01","-0.0366"
"16","30","3730001000000411634452","05","01","+0.0389"
"16","35","3730001000000411655259","05","01","+0.0066"
"16","37","3730001000000411633448","05","01","+0.0544"
"16","42","3730001000000411656744","05","01","+0.0011"
"6","3","3730001000000411607340","05","01","+0.0078"
"6","5","3730001000000411607432","05","01","+0.0311"
"6","7","3730001000000411608774","05","01","-0.0122"
"6","8","3730001000000411537937","05","01","+0.0111"
"6","9","3730001000000411535865","05","01","+0.0088"
"6","18","3730001000000411535803","05","01","+0.0211"
"6","26","3730001000000411585501","05","01","+0.0200"
"6","31","3730001000000411521455","05","01","-0.0077"
"6","36","3730001000000411641764","05","01","-0.0044"
"6","39","3730001000000411607449","05","01","-0.0111"
"11","57","3730001000000411515805","05","01","-0.0211"
"11","60","3730001000000411600945","05","01","-0.0066"
"8","59","3730001000000411624927","05","01","+0.0277"
"14","23","3730001000000411608453","05","01","+0.0667"
"14","30","3730001000000411564100","05","01","+0.0355"
"13","57","3730001000000411635770","05","01","+0.0244"
"2","54","3730001000000411641474","05","01","+0.0233"
"2","58","3730001000000411615086","05","01","+0.0300"
"12","30","3730001000000411604974","05","01","+0.0155"
"12","36","3730001000000411605797","05","01","-0.0077"
"12","38","3730001000000411588922","05","01","+0.0277"
"12","45","3730001000000411589981","05","01","+0.0733"
"12","54","3730001000000411589479","05","01","+0.0344"
"12","1","3730001000000411600839","05","01","+0.1502"
"12","5","3730001000000411592080","05","01","+0.1502"
"12","7","3730001000000411628499","05","01","-0.0144"
"12","14","3730001000000411515157","05","01","-0.0133"
"12","23","3730001000000411627331","05","01","+0.0122"
"12","26","3730001000000411593292","05","01","+0.0211"
"12","27","3730001000000411591649","05","01","-0.0100"
"12","31","3730001000000411627294","05","01","-0.0155"
"12","33","3730001000000411593315","05","01","+0.0111"
"12","36","3730001000000411591694","05","01","-0.0100"
"2","16","3730001000000411559915","05","01","-0.0277"
"2","28","3730001000000411579791","05","01","-0.0422"
"2","47","3730001000000411641771","05","01","-0.0155"
"2","55","3730001000000411610517","05","01","-0.0088"
"12","3","3730001000000411728373","05","01","+0.0533"
"12","4","3730001000000411731274","05","01","+0.0489"
"12","8","3730001000000411728908","05","01","+0.0244"
"12","11","3730001000000411731182","05","01","-0.0055"
"12","17","3730001000000411731816","05","01","+0.0155"
"12","25","3730001000000411730048","05","01","+0.0066"
"18","34","3730001000000411794484","05","01","-0.0322"
"18","40","3730001000000411741051","05","01","-0.0333"
"18","48","3730001000000411738297","05","01","+0.0144"
"18","53","3730001000000411793173","05","01","-0.0255"
"5","58","3730001000000411836344","05","01","+0.0277"
"17","1","3730001000000411725020","05","01","+0.0233"
"17","4","3730001000000411817428","05","01","+0.0333"
"17","9","3730001000000411817756","05","01","+0.0277"
"13","1","3730001000000411756888","05","01","+0.0422"
"13","8","3730001000000411754846","05","01","+0.0066"
"17","8","3730001000000411831752","05","01","+0.0489"
"17","9","3730001000000411830564","05","01","-0.0433"
"20","14","3730001000000411814786","05","01","+0.0034"
"20","24","3730001000000411851569","05","01","+0.0333"
"20","28","3730001000000411817084","05","01","-0.0189"
"20","46","3730001000000411815899","05","01","+0.0266"
"7","27","3730001000000411721381","05","01","-0.0466"
"7","30","3730001000000411801953","05","01","-0.0721"
"7","52","3730001000000411734046","05","01","-0.0344"
"7","53","3730001000000411733100","05","01","-0.0588"
"14","17","3730001000000411858315","05","01","+0.0444"
"14","20","3730001000000411840938","05","01","+0.0511"
"14","25","3730001000000411845247","05","01","+0.0389"
"14","27","3730001000000411858919","05","01","+0.0455"
"14","38","3730001000000411858049","05","01","+0.0100"
"14","42","3730001000000411857615","05","01","-0.0111"
"14","43","3730001000000411859039","05","01","-0.0022"
"11","53","3730001000000411600181","05","01","+0.0033"
"11","54","3730001000000411515768","05","01","-0.0166"
"11","56","3730001000000411602918","05","01","-0.0133"
"4","43","3730001000000411529307","05","01","-0.0444"
"4","47","3730001000000411619794","05","01","+0.0066"
"4","51","3730001000000411517502","05","01","-0.0399"
"4","53","3730001000000411516413","05","01","-0.0166"
"4","57","3730001000000411515164","05","01","-0.0200"
"14","20","3730001000000411564599","05","01","+0.0133"
"10","9","3730001000000411516635","05","01","-0.0477"
"10","12","3730001000000411599553","05","01","-0.0222"
"10","21","3730001000000411515058","05","01","-0.0422"
"10","22","3730001000000411516604","05","01","-0.0233"
"10","40","3730001000000411515782","05","01","-0.0188"
"10","44","3730001000000411515034","05","01","-0.0166"
"10","48","3730001000000411517236","05","01","-0.0144"
"10","49","3730001000000411515904","05","01","-0.0133"
"19","2","3730001000000411563370","05","01","-0.0011"
"12","8","3730001000000411572990","05","01","+0.0044"
"17","31","3730001000000411833046","05","01","0.0000"
"6","4","3730001000000411782801","05","01","+0.0789"
"6","6","3730001000000411807450","05","01","+0.0211"
"6","8","3730001000000411783488","05","01","-0.0166"
"6","9","3730001000000411782740","05","01","-0.0100"
"8","48","3730001000000411805890","05","01","+0.0433"
"8","56","3730001000000411784621","05","01","+0.0422"
"16","57","3730001000000411653729","05","01","+0.0133"
"16","60","3730001000000411655747","05","01","+0.0077"
"19","1","3730001000000411717629","05","01","-0.0022"
"19","6","3730001000000411753115","05","01","+0.0400"
"3","39","3730001000000411525323","05","01","+0.0600"
"3","40","3730001000000411526344","05","01","+0.0044"
"18","32","3730001000000411554538","05","01","-0.0388"
"18","35","3730001000000411551452","05","01","+0.0645"
"18","51","3730001000000411552329","05","01","-0.0011"
"18","57","3730001000000411555580","05","01","+0.0177"
"7","4","3730001000000411763091","05","01","-0.0244"
"7","6","3730001000000411761295","05","01","+0.0066"
"7","7","3730001000000411776930","05","01","+0.0378"
"1","1","3730001000000411856564","05","01","+0.0433"
"19","7","3730001000000411747886","05","01","+0.0189"
"19","8","3730001000000411747527","05","01","+0.0077"
"19","15","3730001000000411748135","05","01","-0.0077"
"19","20","3730001000000411843793","05","01","-0.0055"
"19","26","3730001000000411761660","05","01","+0.0122"
"8","13","3730001000000411775476","05","01","+0.0378"
"8","16","3730001000000411719869","05","01","+0.0077"
"8","47","3730001000000411777340","05","01","+0.0322"
"8","48","3730001000000411777821","05","01","+0.0033"
"8","53","3730001000000411721947","05","01","+0.0266"
"8","54","3730001000000411722678","05","01","+0.0478"
"5","1","3730001000000411836375","05","01","+0.0111"
"5","4","3730001000000411766252","05","01","+0.0478"
"2","19","3730001000000411744557","05","01","+0.0511"
"5","30","3730001000000411817671","05","01","-0.0067"
"5","34","3730001000000411771614","05","01","+0.0723"
"5","57","3730001000000411816452","05","01","+0.0522"
"12","3","3730001000000411734428","05","01","-0.0033"
"16","26","3730001000000411837464","05","01","+0.0122"
"6","14","3730001000000411782870","05","01","+0.0200"
"6","19","3730001000000411783068","05","01","+0.0255"
"6","25","3730001000000411784744","05","01","-0.0033"
"6","34","3730001000000411784775","05","01","+0.0711"
"6","35","3730001000000411785055","05","01","-0.0177"
"6","47","3730001000000411783051","05","01","-0.0377"
"6","49","3730001000000411783914","05","01","+0.0567"
"6","51","3730001000000411783501","05","01","+0.0500"
"3","26","3730001000000411822088","05","01","-0.0155"
"3","35","3730001000000411809645","05","01","+0.0155"
"3","38","3730001000000411811129","05","01","-0.0022"
"18","45","3730001000000411784980","05","01","-0.0188"
"18","51","3730001000000411848675","05","01","-0.0133"
"18","55","3730001000000411848125","05","01","+0.0244"
"19","43","3730001000000411720797","05","01","+0.0233"
"3","42","3730001000000411764029","05","01","+0.0611"
"3","44","3730001000000411744274","05","01","+0.0255"
"3","46","3730001000000411743499","05","01","-0.0089"
"5","55","3730001000000411558482","05","01","+0.0166"
"5","59","3730001000000411559106","05","01","+0.0300"
"5","60","3730001000000411557430","05","01","+0.0266"
"11","4","3730001000000411842406","05","01","-0.0011"
"11","5","3730001000000411844639","05","01","+0.0277"
"11","9","3730001000000411851484","05","01","+0.0155"
"11","11","3730001000000411844677","05","01","-0.0188"
"11","12","3730001000000411854591","05","01","-0.0066"
"11","19","3730001000000411859664","05","01","+0.0055"
"11","20","3730001000000411859701","05","01","-0.0377"
"11","24","3730001000000411842109","05","01","-0.0111"
"11","36","3730001000000411844288","05","01","+0.0211"
"5","3","3730001000000411649364","05","01","+0.0322"
"6","7","3730001000000411746452","05","01","-0.0211"
"6","16","3730001000000411760939","05","01","+0.0177"
"6","19","3730001000000411764197","05","01","+0.0200"
"6","21","3730001000000411743925","05","01","+0.0222"
"6","27","3730001000000411743932","05","01","-0.0133"
"6","30","3730001000000411747169","05","01","+0.0411"
"6","33","3730001000000411748302","05","01","-0.0311"
"6","40","3730001000000411743185","05","01","-0.0111"
"6","5","3730001000000411573928","05","01","+0.0122"
"6","13","3730001000000411575403","05","01","-0.0044"
"6","30","3730001000000411636845","05","01","+0.0222"
"13","36","3730001000000411651015","05","01","-0.0011"
"13","42","3730001000000411625085","05","01","-0.0177"
"13","43","3730001000000411527983","05","01","+0.0144"
"13","55","3730001000000411527617","05","01","+0.0189"
"13","58","3730001000000411621230","05","01","+0.0133"
"8","44","3730001000000411602185","05","01","+0.0244"
"8","49","3730001000000411590444","05","01","+0.0722"
"8","52","3730001000000411590420","05","01","+0.0544"
"13","1","3730001000000411515133","05","01","+0.0356"
"13","5","3730001000000411515126","05","01","+0.0612"
"13","8","3730001000000411629137","05","01","+0.0622"
"13","13","3730001000000411600235","05","01","+0.0312"
"13","15","3730001000000411517762","05","01","+0.0700"
"13","16","3730001000000411592233","05","01","+0.0512"
"13","18","3730001000000411591717","05","01","+0.0301"
"13","35","3730001000000411628482","05","01","+0.0434"
"5","4","3730001000000411577278","05","01","+0.0300"
"2","21","3730001000000411744335","05","01","-0.0166"
"2","23","3730001000000411745042","05","01","-0.0111"
"2","35","3730001000000411744281","05","01","-0.0055"
"2","51","3730001000000411830328","05","01","+0.0355"
"5","7","3730001000000411731861","05","01","+0.0044"
"5","15","3730001000000411727864","05","01","-0.0055"
"10","51","3730001000000411824013","05","01","-0.0133"
"10","60","3730001000000411787943","05","01","-0.0122"
"13","28","3730001000000411776152","05","01","+0.0177"
"13","31","3730001000000411754662","05","01","+0.0533"
"13","50","3730001000000411820428","05","01","+0.0711"
"13","52","3730001000000411819828","05","01","+0.0166"
"14","29","3730001000000411775421","05","01","+0.2104"
"14","30","3730001000000411758943","05","01","+0.0144"
"14","34","3730001000000411758806","05","01","+0.0088"
"14","37","3730001000000411797225","05","01","+0.0466"
"14","42","3730001000000411731069","05","01","+0.0289"
"14","45","3730001000000411730543","05","01","-0.0055"
"14","55","3730001000000411797614","05","01","+0.0633"
"15","2","3730001000000411807979","05","01","+0.0022"
"15","15","3730001000000411721572","05","01","+0.0355"
"16","48","3730001000000411634407","05","01","+0.0422"
"16","58","3730001000000411656058","05","01","+0.0211"
"16","59","3730001000000411654795","05","01","+0.0055"
"6","39","3730001000000411607173","05","01","+0.0333"
"6","42","3730001000000411592028","05","01","-0.0088"
"6","44","3730001000000411565046","05","01","+0.0122"
"14","34","3730001000000411564711","05","01","-0.0144"
"14","40","3730001000000411564612","05","01","+0.0667"
"14","43","3730001000000411606305","05","01","+0.0545"
"14","45","3730001000000411591977","05","01","+0.0366"
"14","49","3730001000000411631253","05","01","+0.0377"
"14","52","3730001000000411564001","05","01","+0.0400"
"3","1","3730001000000411520632","05","01","+0.0156"
"3","2","3730001000000411519384","05","01","-0.0244"
"3","10","3730001000000411638344","05","01","+0.0911"
"7","3","3730001000000411635930","05","01","-0.0056"
"7","21","3730001000000411547424","05","01","-0.0156"
"7","22","3730001000000411552923","05","01","+0.0133"
"19","3","3730001000000411642327","05","01","+0.0133"
"9","3","3730001000000411544126","05","01","+0.0745"
"9","10","3730001000000411543242","05","01","+0.0600"
"9","15","3730001000000411542498","05","01","+0.0411"
"9","22","3730001000000411543501","05","01","+0.0400"
"9","24","3730001000000411544232","05","01","+0.0556"
"9","27","3730001000000411557096","05","01","+0.0478"
"3","2","3730001000000411566432","05","01","+0.0288"
"3","3","3730001000000411607784","05","01","+0.0533"
"2","58","3730001000000411610470","05","01","+0.0522"
"1","13","3730001000000411627607","05","01","+0.0155"
"1","14","3730001000000411593407","05","01","-0.0011"
"1","15","3730001000000411591199","05","01","+0.0100"
"1","21","3730001000000411601096","05","01","+0.0144"
"1","29","3730001000000411589387","05","01","+0.0100"
"1","33","3730001000000411602291","05","01","+0.0500"
"1","36","3730001000000411599904","05","01","+0.0111"
"1","38","3730001000000411603267","05","01","+0.0122"
"18","17","3730001000000411720322","05","01","+0.0155"
"18","18","3730001000000411718350","05","01","-0.0044"
"8","19","3730001000000411719678","05","01","+0.0389"
"8","20","3730001000000411718985","05","01","+0.0122"
"8","22","3730001000000411751470","05","01","+0.0411"
"8","24","3730001000000411718954","05","01","+0.0022"
"8","25","3730001000000411802011","05","01","+0.0077"
"8","43","3730001000000411718367","05","01","+0.0033"
"8","50","3730001000000411722326","05","01","+0.0889"
"8","52","3730001000000411722760","05","01","+0.0200"
"8","55","3730001000000411732714","05","01","+0.0377"
"20","50","3730001000000411814182","05","01","+0.1848"
"20","58","3730001000000411817152","05","01","+0.0089"
"20","59","3730001000000411815448","05","01","+0.0167"
"19","13","3730001000000411718190","05","01","+0.0255"
"19","22","3730001000000411754136","05","01","+0.0077"
"19","24","3730001000000411719265","05","01","+0.1702"
"20","6","3730001000000411796303","05","01","-0.0034"
"20","8","3730001000000411792619","05","01","+0.0255"
"20","17","3730001000000411794781","05","01","-0.0111"
"4","18","3730001000000411631369","05","01","-0.0188"
"4","23","3730001000000411639389","05","01","+0.0044"
"4","58","3730001000000411514341","05","01","+0.0066"
"4","60","3730001000000411508692","05","01","+0.0055"
"1","24","3730001000000411539719","05","01","+0.0144"
"1","25","3730001000000411539689","05","01","-0.0011"
"1","33","3730001000000411631048","05","01","+0.0411"
"1","36","3730001000000411537524","05","01","+0.0567"
"1","38","3730001000000411539559","05","01","+0.0478"
"1","41","3730001000000411539566","05","01","+0.1056"
"1","44","3730001000000411537586","05","01","+0.0756"
"1","52","3730001000000411535483","05","01","+0.0311"
"1","55","3730001000000411535513","05","01","+0.0633"
"10","57","3730001000000411600693","05","01","-0.0166"
"12","35","3730001000000411584122","05","01","+0.0344"
"12","38","3730001000000411580667","05","01","+0.0455"
"12","52","3730001000000411522094","05","01","-0.0055"
"12","53","3730001000000411521301","05","01","+0.1424"
"19","10","3730001000000411628925","05","01","+0.0656"
"19","21","3730001000000411566678","05","01","+0.0067"
"19","22","3730001000000411629410","05","01","+0.0066"
"19","34","3730001000000411538804","05","01","-0.0233"
"3","17","3730001000000411630126","05","01","+0.0533"
"3","23","3730001000000411630959","05","01","+0.0111"
"3","27","3730001000000411593865","05","01","+0.0289"
"3","33","3730001000000411630768","05","01","+0.0078"
"3","38","3730001000000411630898","05","01","+0.0122"
"12","42","3730001000000411592288","05","01","-0.0022"
"7","6","3730001000000411588007","05","01","-0.0133"
"7","9","3730001000000411584962","05","01","-0.0066"
"7","31","3730001000000411641665","05","01","-0.0222"
"19","1","3730001000000411593803","05","01","+0.0077"
"19","2","3730001000000411626891","05","01","+0.0056"
"19","10","3730001000000411593780","05","01","+0.0022"
"19","14","3730001000000411592851","05","01","+0.0222"
"19","22","3730001000000411592875","05","01","-0.0222"
"19","23","3730001000000411593841","05","01","-0.0122"
"19","28","3730001000000411627720","05","01","+0.0033"
"19","30","3730001000000411626921","05","01","-0.0078"
"1","43","3730001000000411592158","05","01","+0.0278"
"1","46","3730001000000411627621","05","01","+0.0389"
"4","10","3730001000000411788797","05","01","+0.0100"
"4","12","3730001000000411790233","05","01","+0.0222"
"13","20","3730001000000411750510","05","01","+0.0433"
"13","35","3730001000000411750558","05","01","+0.0289"
"8","3","3730001000000411555375","05","01","+0.0455"
"8","8","3730001000000411621551","05","01","-0.0111"
"8","9","3730001000000411653231","05","01","0.0000"
"8","14","3730001000000411621483","05","01","+0.0211"
"8","22","3730001000000411622510","05","01","+0.0022"
"20","8","3730001000000411556020","05","01","+0.0234"
"13","10","3730001000000411840488","05","01","-0.0122"
"13","13","3730001000000411841263","05","01","0.0000"
"13","24","3730001000000411841331","05","01","-0.0166"
"13","35","3730001000000411841379","05","01","-0.0033"
"13","47","3730001000000411840587","05","01","0.0000"
"12","52","3730001000000411729417","05","01","+0.0022"
"12","58","3730001000000411729394","05","01","+0.0155"
"2","3","3730001000000411574192","05","01","+0.0300"
"2","11","3730001000000411654047","05","01","-0.0311"
"2","13","3730001000000411655839","05","01","+0.0311"
"2","14","3730001000000411655631","05","01","+0.0433"
