"DETECT_EQUIP_NO","POSITION_NO","BAR_CODE","LOAD_CURRENT","PF","AVE_ERR"
"6","13","3730001000000411685461","05","01","-0.0244"
"6","19","3730001000000411665777","05","01","-0.0466"
"6","27","3730001000000411684457","05","01","-0.0377"
"17","58","3730001000000411675585","05","01","+0.0011"
"16","14","3730001000000411663926","05","01","+0.0066"
"14","39","3730001000000411801717","05","01","+0.0066"
"14","47","3730001000000411772161","05","01","+0.0300"
"14","50","3730001000000411773069","05","01","+0.0700"
"14","56","3730001000000411724986","05","01","+0.0545"
"20","26","3730001000000411734213","05","01","+0.0122"
"20","34","3730001000000411720896","05","01","-0.0022"
"20","35","3730001000000411734244","05","01","+0.0745"
"20","37","3730001000000411734510","05","01","+0.0055"
"20","38","3730001000000411734183","05","01","-0.0100"
"20","40","3730001000000411736248","05","01","+0.0500"
"20","50","3730001000000411688073","05","01","+0.0222"
"14","9","3730001000000411822316","05","01","+0.0700"
"14","12","3730001000000411810863","05","01","+0.0322"
"10","21","3730001000000411788674","05","01","+0.0055"
"10","23","3730001000000411786502","05","01","-0.0144"
"10","31","3730001000000411826673","05","01","-0.0133"
"10","34","3730001000000411827083","05","01","+0.0289"
"10","35","3730001000000411790189","05","01","+0.0044"
"10","48","3730001000000411826574","05","01","-0.0111"
"16","2","3730001000000411848606","05","01","+0.0344"
"16","7","3730001000000411846251","05","01","+0.0345"
"16","10","3730001000000411849818","05","01","-0.0022"
"16","19","3730001000000411837440","05","01","-0.0311"
"17","59","3730001000000411724375","05","01","+0.0289"
"3","4","3730001000000411843335","05","01","+0.0133"
"3","12","3730001000000411762988","05","01","+0.0222"
"1","37","3730001000000411748562","05","01","+0.0156"
"1","45","3730001000000411724696","05","01","-0.0066"
"10","5","3730001000000411758226","05","01","+0.0100"
"10","9","3730001000000411776589","05","01","+0.0389"
"10","18","3730001000000411776053","05","01","+0.0389"
"10","20","3730001000000411776626","05","01","+0.0011"
"10","29","3730001000000411776572","05","01","+0.0155"
"10","31","3730001000000411730826","05","01","+0.0100"
"10","32","3730001000000411776558","05","01","+0.0255"
"10","36","3730001000000411756796","05","01","-0.0011"
"2","46","3730001000000411764968","05","01","+0.0034"
"2","49","3730001000000411764999","05","01","+0.0555"
"2","51","3730001000000411837105","05","01","+0.0533"
"2","56","3730001000000411764555","05","01","+0.0355"
"4","1","3730001000000411745462","05","01","+0.0067"
"4","4","3730001000000411826314","05","01","-0.0388"
"4","5","3730001000000411745448","05","01","+0.0089"
"15","33","3730001000000411723781","05","01","+0.0400"
"15","37","3730001000000411722555","05","01","-0.0077"
"15","53","3730001000000411721657","05","01","+0.0077"
"15","60","3730001000000411823788","05","01","+0.0011"
"14","39","3730001000000411846374","05","01","+0.0288"
"14","40","3730001000000411841409","05","01","-0.0211"
"14","51","3730001000000411849733","05","01","+0.0189"
"11","60","3730001000000411758738","05","01","+0.0600"
"8","7","3730001000000411859183","05","01","+0.0645"
"9","12","3730001000000411801212","05","01","-0.0089"
"9","18","3730001000000411775445","05","01","+0.0289"
"4","18","3730001000000411724573","05","01","0.0000"
"4","20","3730001000000411725785","05","01","0.0000"
"4","46","3730001000000411724771","05","01","+0.0188"
"4","51","3730001000000411721541","05","01","-0.0133"
"4","53","3730001000000411829544","05","01","-0.0400"
"4","54","3730001000000411830229","05","01","-0.0266"
"11","4","3730001000000411574437","05","01","+0.0133"
"11","9","3730001000000411574079","05","01","+0.0155"
"11","10","3730001000000411574000","05","01","+0.0489"
"11","15","3730001000000411574093","05","01","+0.0122"
"11","23","3730001000000411574086","05","01","+0.0067"
"11","36","3730001000000411656621","05","01","-0.0377"
"2","25","3730001000000411599119","05","01","-0.0177"
"2","29","3730001000000411634544","05","01","+0.0322"
"2","37","3730001000000411568627","05","01","+0.0089"
"2","39","3730001000000411595227","05","01","+0.0367"
"2","40","3730001000000411568672","05","01","+0.0923"
"2","53","3730001000000411594527","05","01","-0.0188"
"2","55","3730001000000411570255","05","01","+0.1346"
"2","56","3730001000000411571702","05","01","+0.0478"
"11","11","3730001000000411572426","05","01","-0.0289"
"14","14","3730001000000411714673","05","01","+0.0022"
"14","15","3730001000000411806651","05","01","+0.0055"
"8","11","3730001000000411621575","05","01","-0.0122"
"8","13","3730001000000411622459","05","01","+0.0166"
"8","15","3730001000000411653200","05","01","+0.0178"
"8","17","3730001000000411554279","05","01","+0.0133"
"8","18","3730001000000411622664","05","01","-0.0055"
"8","25","3730001000000411556211","05","01","+0.0344"
"8","26","3730001000000411653453","05","01","+0.0211"
"20","7","3730001000000411554934","05","01","+0.0467"
"20","12","3730001000000411555559","05","01","+0.0222"
"19","53","3730001000000411781682","05","01","-0.0255"
"19","55","3730001000000411782399","05","01","+0.0333"
"19","56","3730001000000411784218","05","01","+0.0066"
"2","39","3730001000000411711580","05","01","+0.0222"
"2","42","3730001000000411712754","05","01","+0.0244"
"2","49","3730001000000411847081","05","01","-0.0033"
"2","54","3730001000000411712075","05","01","+0.0556"
"5","10","3730001000000411848774","05","01","-0.0044"
"5","13","3730001000000411831257","05","01","+0.0200"
"13","51","3730001000000411773366","05","01","+0.0100"
"13","57","3730001000000411724382","05","01","+0.0645"
"9","55","3730001000000411731458","05","01","+0.0478"
"9","60","3730001000000411731410","05","01","+0.0622"
"15","52","3730001000000411770631","05","01","+0.0133"
"16","60","3730001000000411808280","05","01","+0.0144"
"9","8","3730001000000411568412","05","01","+0.0656"
"7","23","3730001000000411847883","05","01","+0.0045"
"7","26","3730001000000411711696","05","01","+0.0455"
"7","28","3730001000000411847135","05","01","+0.0155"
"7","45","3730001000000411861568","05","01","-0.0511"
"10","31","3730001000000411851781","05","01","-0.0111"
"10","57","3730001000000411738594","05","01","-0.0544"
"17","48","3730001000000411607906","05","01","-0.0144"
"17","51","3730001000000411638443","05","01","+0.0355"
"7","43","3730001000000411860363","05","01","-0.0433"
"7","8","3730001000000411860424","05","01","-0.0422"
"7","18","3730001000000411861735","05","01","-0.0522"
"7","23","3730001000000411861087","05","01","-0.0211"
"7","26","3730001000000411796419","05","01","-0.0278"
"7","27","3730001000000411796594","05","01","-0.0344"
"7","38","3730001000000411860387","05","01","-0.0288"
"7","39","3730001000000411859084","05","01","-0.0255"
"19","24","3730001000000411514112","05","01","-0.0388"
"19","31","3730001000000411518141","05","01","+0.0734"
"1","3","3730001000000411637736","05","01","+0.0555"
"1","4","3730001000000411637446","05","01","+0.0233"
"15","23","3730001000000411858674","05","01","+0.0511"
"15","42","3730001000000411860042","05","01","+0.0211"
"15","54","3730001000000411831486","05","01","+0.0189"
"3","8","3730001000000411594374","05","01","+0.0456"
"7","30","3730001000000411589202","05","01","-0.0322"
"12","4","3730001000000411507794","05","01","-0.0244"
"12","7","3730001000000411507787","05","01","-0.0366"
"12","13","3730001000000411652272","05","01","-0.0666"
"12","31","3730001000000411652319","05","01","-0.0400"
"12","33","3730001000000411508449","05","01","-0.0277"
"12","43","3730001000000411652241","05","01","-0.0111"
"12","44","3730001000000411649203","05","01","-0.0233"
"12","45","3730001000000411508418","05","01","-0.0211"
"12","48","3730001000000411508470","05","01","-0.0144"
"1","3","3730001000000411516567","05","01","+0.0166"
"1","5","3730001000000411625849","05","01","+0.0678"
"1","11","3730001000000411515676","05","01","+0.0100"
"1","12","3730001000000411514815","05","01","+0.0478"
"14","12","3730001000000411571160","05","01","+0.0711"
"14","19","3730001000000411636890","05","01","+0.0733"
"14","39","3730001000000411658076","05","01","+0.0366"
"14","53","3730001000000411573775","05","01","+0.0422"
"14","54","3730001000000411658816","05","01","-0.0033"
"1","52","3730001000000411656003","05","01","+0.0856"
"1","56","3730001000000411636425","05","01","+0.0400"
"1","59","3730001000000411656768","05","01","+0.0211"
"17","20","3730001000000411613129","05","01","+0.0367"
"17","24","3730001000000411613976","05","01","-0.0100"
"17","25","3730001000000411613235","05","01","+0.0111"
"17","39","3730001000000411613990","05","01","-0.0033"
"17","41","3730001000000411613167","05","01","+0.0500"
"17","44","3730001000000411538910","05","01","+0.0466"
"17","53","3730001000000411614737","05","01","+0.0200"
"17","60","3730001000000411566753","05","01","+0.0200"
"10","2","3730001000000411605421","05","01","+0.0022"
"10","37","3730001000000411523626","05","01","+0.0322"
"10","46","3730001000000411578107","05","01","+0.0444"
"10","48","3730001000000411522797","05","01","-0.0488"
"10","3","3730001000000411621698","05","01","+0.0033"
"10","8","3730001000000411653026","05","01","-0.0033"
"10","13","3730001000000411622640","05","01","-0.0177"
"10","15","3730001000000411621506","05","01","-0.0044"
"10","19","3730001000000411508371","05","01","-0.0244"
"9","6","3730001000000411572303","05","01","+0.0611"
"9","15","3730001000000411577179","05","01","+0.0533"
"9","24","3730001000000411577001","05","01","+0.0444"
"9","33","3730001000000411654498","05","01","+0.0066"
"9","4","3730001000000411582807","05","01","+0.0322"
"9","25","3730001000000411579920","05","01","+0.0400"
"9","32","3730001000000411580445","05","01","+0.0278"
"9","35","3730001000000411582135","05","01","+0.0311"
"9","47","3730001000000411584047","05","01","+0.0667"
"9","50","3730001000000411587789","05","01","+0.0111"
"9","53","3730001000000411581930","05","01","+0.0233"
"7","23","3730001000000411595555","05","01","-0.0244"
"7","29","3730001000000411591410","05","01","-0.0278"
"7","30","3730001000000411591830","05","01","-0.0411"
"7","38","3730001000000411595531","05","01","-0.0255"
"7","40","3730001000000411518509","05","01","-0.0044"
"13","25","3730001000000411640026","05","01","+0.0300"
"13","27","3730001000000411639037","05","01","+0.0033"
"13","31","3730001000000411639051","05","01","+0.0400"
"13","45","3730001000000411631178","05","01","-0.0066"
"17","13","3730001000000411563011","05","01","-0.0022"
"17","18","3730001000000411563004","05","01","+0.0144"
"17","24","3730001000000411638450","05","01","+0.0077"
"17","27","3730001000000411638412","05","01","+0.0155"
"17","41","3730001000000411608934","05","01","+0.0200"
"17","44","3730001000000411608224","05","01","+0.0533"
"4","20","3730001000000411606626","05","01","+0.0066"
"4","24","3730001000000411637866","05","01","+0.0344"
"4","42","3730001000000411637811","05","01","-0.0222"
"4","43","3730001000000411606718","05","01","0.0000"
"4","46","3730001000000411606701","05","01","+0.0289"
"3","55","3730001000000411638245","05","01","+0.0478"
"3","59","3730001000000411631857","05","01","+0.0444"
"6","53","3730001000000411711351","05","01","+0.0200"
"19","1","3730001000000411791247","05","01","+0.0200"
"19","3","3730001000000411787639","05","01","-0.0266"
"19","27","3730001000000411791179","05","01","+0.0222"
"19","28","3730001000000411819552","05","01","+0.0034"
"14","4","3730001000000411849238","05","01","-0.0077"
"14","8","3730001000000411846794","05","01","-0.0044"
"14","19","3730001000000411841386","05","01","+0.0389"
"14","22","3730001000000411840556","05","01","+0.0278"
"14","26","3730001000000411852337","05","01","+0.0189"
"14","27","3730001000000411851910","05","01","-0.0089"
"15","21","3730001000000411638467","05","01","+0.0711"
"15","23","3730001000000411640255","05","01","+0.0266"
"15","25","3730001000000411640576","05","01","+0.0422"
"15","43","3730001000000411613785","05","01","+0.0422"
"15","46","3730001000000411613839","05","01","+0.0166"
"15","54","3730001000000411613686","05","01","+0.0089"
"4","6","3730001000000411557478","05","01","+0.0122"
"4","21","3730001000000411611262","05","01","+0.0077"
"3","11","3730001000000411520465","05","01","+0.0144"
"3","16","3730001000000411559144","05","01","-0.0222"
"3","24","3730001000000411520557","05","01","+0.0545"
"3","28","3730001000000411583781","05","01","+0.0422"
"3","36","3730001000000411557836","05","01","+0.0377"
"3","37","3730001000000411543884","05","01","-0.0011"
"3","40","3730001000000411559052","05","01","+0.0344"
"3","42","3730001000000411557874","05","01","+0.0233"
"3","48","3730001000000411543907","05","01","+0.0033"
"3","53","3730001000000411520533","05","01","+0.0333"
"7","16","3730001000000411734053","05","01","-0.0155"
"10","5","3730001000000411805234","05","01","+0.0211"
"10","10","3730001000000411846008","05","01","-0.0055"
"10","18","3730001000000411803056","05","01","-0.0311"
"2","38","3730001000000411550998","05","01","+0.0122"
"2","44","3730001000000411551995","05","01","+0.0266"
"2","49","3730001000000411550646","05","01","+0.0756"
"2","58","3730001000000411551728","05","01","+0.0089"
"11","12","3730001000000411838584","05","01","+0.0745"
"11","17","3730001000000411839109","05","01","+0.0355"
"11","19","3730001000000411838614","05","01","+0.0356"
"11","26","3730001000000411838591","05","01","+0.0511"
"11","29","3730001000000411839871","05","01","+0.0589"
"11","30","3730001000000411839680","05","01","+0.0233"
"11","47","3730001000000411838393","05","01","+0.0367"
"11","48","3730001000000411838478","05","01","+0.0334"
"16","1","3730001000000411836009","05","01","+0.0455"
"16","11","3730001000000411834906","05","01","+0.0367"
"16","16","3730001000000411835989","05","01","+0.0177"
"16","21","3730001000000411730130","05","01","-0.0033"
"16","24","3730001000000411730000","05","01","+0.0967"
"17","10","3730001000000411740030","05","01","-0.0011"
"17","15","3730001000000411738747","05","01","+0.0556"
"17","40","3730001000000411737788","05","01","+0.0077"
"17","41","3730001000000411794453","05","01","-0.0266"
"8","58","3730001000000411785093","05","01","+0.0455"
"8","59","3730001000000411785666","05","01","+0.0166"
"2","40","3730001000000411818869","05","01","+0.0277"
"2","49","3730001000000411818784","05","01","+0.0422"
"2","60","3730001000000411772604","05","01","-0.0133"
"15","6","3730001000000411773458","05","01","+0.0011"
"3","25","3730001000000411705329","05","01","+0.0489"
"3","37","3730001000000411706357","05","01","-0.0199"
"6","31","3730001000000411662509","05","01","+0.0378"
"6","38","3730001000000411666682","05","01","+0.1357"
"6","42","3730001000000411666354","05","01","-0.0144"
"18","46","3730001000000411670566","05","01","-0.0233"
"18","49","3730001000000411679545","05","01","-0.0144"
"18","54","3730001000000411670597","05","01","-0.0056"
"6","54","3730001000000411662431","05","01","-0.0366"
"6","55","3730001000000411686840","05","01","-0.0078"
"14","22","3730001000000411746544","05","01","+0.0255"
"14","29","3730001000000411745509","05","01","+0.0700"
"14","41","3730001000000411826727","05","01","+0.0511"
"6","10","3730001000000411676698","05","01","+0.0322"
"6","14","3730001000000411664442","05","01","+0.1814"
"6","15","3730001000000411665104","05","01","-0.0111"
"6","22","3730001000000411665197","05","01","-0.0066"
"6","34","3730001000000411682101","05","01","-0.0022"
"6","41","3730001000000411665272","05","01","-0.0211"
"6","42","3730001000000411665333","05","01","-0.0022"
"6","43","3730001000000411676728","05","01","-0.0044"
"6","54","3730001000000411676742","05","01","+0.0033"
"10","10","3730001000000411697051","05","01","+0.0244"
"10","14","3730001000000411695347","05","01","+0.0177"
"10","18","3730001000000411466695","05","01","-0.0222"
"10","22","3730001000000411467609","05","01","-0.0022"
"10","29","3730001000000411468293","05","01","-0.0388"
"10","46","3730001000000411695040","05","01","-0.0033"
"10","54","3730001000000411695361","05","01","+0.0133"
"10","57","3730001000000411694562","05","01","+0.0088"
"7","5","3730001000000411687113","05","01","+0.0033"
"7","6","3730001000000411687991","05","01","+0.0022"
"7","14","3730001000000411697846","05","01","+0.0288"
"7","21","3730001000000411690809","05","01","-0.0011"
"7","30","3730001000000411695910","05","01","+0.0266"
"7","37","3730001000000411690922","05","01","-0.0144"
"7","47","3730001000000411696085","05","01","+0.0233"
"7","58","3730001000000411687007","05","01","+0.0044"
"10","55","3730001000000411828561","05","01","-0.0033"
"10","57","3730001000000411790448","05","01","+0.0344"
"16","47","3730001000000411846404","05","01","-0.0011"
"16","55","3730001000000411847371","05","01","-0.0133"
"16","56","3730001000000411845971","05","01","+0.0178"
"16","59","3730001000000411848620","05","01","-0.0111"
"4","54","3730001000000411738853","05","01","-0.0366"
"4","58","3730001000000411742218","05","01","+0.0133"
"7","4","3730001000000411732387","05","01","-0.0411"
"4","49","3730001000000411450182","05","01","-0.0100"
"4","55","3730001000000411497170","05","01","-0.0022"
"12","44","3730001000000411827113","05","01","+0.0355"
"12","50","3730001000000411826017","05","01","-0.0022"
"12","52","3730001000000411788667","05","01","+0.1469"
"4","2","3730001000000411792947","05","01","-0.0355"
"4","3","3730001000000411792473","05","01","-0.0088"
"4","11","3730001000000411796549","05","01","-0.0333"
"4","12","3730001000000411795863","05","01","-0.0211"
"4","13","3730001000000411740528","05","01","-0.0033"
"4","30","3730001000000411795887","05","01","+0.0066"
"4","8","3730001000000411825171","05","01","-0.0255"
"4","11","3730001000000411746018","05","01","-0.0311"
"4","16","3730001000000411787295","05","01","+0.0111"
"4","28","3730001000000411826895","05","01","-0.0222"
"4","38","3730001000000411825836","05","01","-0.0066"
"4","40","3730001000000411788360","05","01","+0.0233"
"4","44","3730001000000411787066","05","01","-0.0155"
"4","45","3730001000000411825669","05","01","-0.0267"
"4","48","3730001000000411825607","05","01","+0.0067"
"15","7","3730001000000411849399","05","01","+0.0478"
"15","9","3730001000000411848729","05","01","-0.0022"
"15","25","3730001000000411851835","05","01","-0.0322"
"1","49","3730001000000411721374","05","01","-0.0044"
"17","17","3730001000000411748173","05","01","+0.0222"
"17","22","3730001000000411829308","05","01","+0.0222"
"17","27","3730001000000411829094","05","01","+0.0277"
"17","31","3730001000000411761691","05","01","+0.0244"
"17","38","3730001000000411829131","05","01","+0.0522"
"17","43","3730001000000411746773","05","01","+0.0367"
"17","48","3730001000000411825331","05","01","+0.0222"
"5","28","3730001000000411845803","05","01","+0.0067"
"5","40","3730001000000411832360","05","01","+0.0167"
"5","43","3730001000000411832001","05","01","-0.0389"
"5","47","3730001000000411840457","05","01","-0.0422"
"5","52","3730001000000411845872","05","01","+0.0167"
"5","55","3730001000000411848972","05","01","-0.0055"
"15","4","3730001000000411822767","05","01","+0.0011"
"15","7","3730001000000411822743","05","01","+0.0289"
"15","8","3730001000000411809942","05","01","+0.0400"
"15","25","3730001000000411810689","05","01","-0.0055"
"15","27","3730001000000411810108","05","01","+0.0144"
"15","40","3730001000000411822286","05","01","-0.0022"
"15","41","3730001000000411821654","05","01","+0.0622"
"15","43","3730001000000411822330","05","01","+0.0211"
"13","1","3730001000000411773137","05","01","+0.1803"
"13","3","3730001000000411724412","05","01","+0.0277"
"13","9","3730001000000411773113","05","01","+0.0100"
"13","16","3730001000000411823719","05","01","+0.0544"
"13","18","3730001000000411772109","05","01","+0.0355"
"13","24","3730001000000411724481","05","01","+0.0344"
"13","27","3730001000000411773090","05","01","+0.0545"
"13","38","3730001000000411724962","05","01","+0.0333"
"9","2","3730001000000411731311","05","01","+0.0578"
"9","3","3730001000000411731472","05","01","+0.0712"
"9","18","3730001000000411797829","05","01","+0.0200"
"9","24","3730001000000411798369","05","01","+0.0667"
"9","28","3730001000000411757021","05","01","+0.0511"
"9","31","3730001000000411757038","05","01","+0.0945"
"9","44","3730001000000411798222","05","01","+0.0711"
"14","8","3730001000000411757953","05","01","+0.0455"
"14","20","3730001000000411758110","05","01","+0.0333"
"14","21","3730001000000411776855","05","01","+0.0433"
"14","25","3730001000000411778200","05","01","+0.0111"
"14","27","3730001000000411775704","05","01","+0.0656"
"14","37","3730001000000411775681","05","01","+0.0155"
"14","38","3730001000000411777609","05","01","+0.0778"
"14","44","3730001000000411759360","05","01","+0.0022"
"14","51","3730001000000411757977","05","01","+0.0344"
"14","53","3730001000000411776800","05","01","+0.0255"
"18","2","3730001000000411824136","05","01","+0.0288"
"18","12","3730001000000411843984","05","01","+0.0155"
"18","15","3730001000000411825317","05","01","+0.0556"
"8","10","3730001000000411574116","05","01","+0.0355"
"8","33","3730001000000411567606","05","01","+0.0322"
"8","38","3730001000000411573164","05","01","+0.0389"
"16","6","3730001000000411824808","05","01","0.0000"
"16","8","3730001000000411825270","05","01","+0.0089"
"16","16","3730001000000411829124","05","01","+0.0233"
"7","25","3730001000000411712228","05","01","+0.0555"
"7","27","3730001000000411710804","05","01","-0.0078"
"7","38","3730001000000411847869","05","01","-0.0144"
"7","44","3730001000000411859893","05","01","+0.0012"
"7","56","3730001000000411857394","05","01","-0.0655"
"8","23","3730001000000411600556","05","01","+0.0644"
"8","30","3730001000000411603496","05","01","+0.0244"
"8","33","3730001000000411603540","05","01","+0.0333"
"10","28","3730001000000411851828","05","01","+0.0200"
"10","38","3730001000000411852689","05","01","+0.0155"
"10","50","3730001000000411854737","05","01","+0.0144"
"10","51","3730001000000411853310","05","01","-0.0300"
"9","8","3730001000000411780289","05","01","0.0000"
"2","12","3730001000000411654191","05","01","+0.0166"
"2","14","3730001000000411661816","05","01","+0.0311"
"2","15","3730001000000411650230","05","01","+0.0155"
"2","20","3730001000000411660543","05","01","-0.0089"
"2","40","3730001000000411526832","05","01","+0.0489"
"2","44","3730001000000411635428","05","01","+0.0066"
"9","21","3730001000000411779740","05","01","+0.0133"
"4","3","3730001000000411448851","05","01","+0.0100"
"4","7","3730001000000411501464","05","01","-0.0244"
"4","24","3730001000000411450267","05","01","-0.0233"
"4","26","3730001000000411450731","05","01","+0.0122"
"4","39","3730001000000411453169","05","01","-0.0455"
"4","48","3730001000000411452421","05","01","-0.0211"
"9","18","3730001000000411673789","05","01","+0.0734"
"16","12","3730001000000411700546","05","01","+0.0389"
"16","13","3730001000000411666972","05","01","+0.0100"
"16","28","3730001000000411667931","05","01","-0.0300"
"8","4","3730001000000411441173","05","01","+0.0522"
"8","13","3730001000000411378790","05","01","+0.0133"
"8","19","3730001000000411502157","05","01","+0.0266"
"8","21","3730001000000411400477","05","01","+0.0555"
"8","39","3730001000000411400491","05","01","+0.0389"
"14","7","3730001000000411376758","05","01","+0.0133"
"6","17","3730001000000411709990","05","01","+0.0500"
"6","27","3730001000000411710248","05","01","+0.0189"
"6","41","3730001000000411707781","05","01","0.0000"
"1","4","3730001000000411622695","05","01","+0.0067"
"7","44","3730001000000411567736","05","01","+0.1313"
"7","54","3730001000000411635190","05","01","+0.0134"
"7","59","3730001000000411567798","05","01","+0.0223"
"7","60","3730001000000411576820","05","01","-0.0200"
"9","54","3730001000000411840426","05","01","+0.0311"
"9","57","3730001000000411833107","05","01","+0.0956"
"9","58","3730001000000411834586","05","01","+0.0044"
"10","29","3730001000000411635602","05","01","+0.0044"
"10","31","3730001000000411576646","05","01","+0.0178"
"10","32","3730001000000411577667","05","01","+0.0923"
"10","38","3730001000000411575533","05","01","+0.0400"
"10","55","3730001000000411658366","05","01","+0.0122"
"8","1","3730001000000411568580","05","01","+0.0344"
"8","2","3730001000000411634445","05","01","+0.0411"
"8","7","3730001000000411568801","05","01","+0.0455"
"8","15","3730001000000411594350","05","01","+0.0100"
"8","26","3730001000000411572464","05","01","+0.0644"
"8","29","3730001000000411572518","05","01","-0.0222"
"8","33","3730001000000411596873","05","01","+0.0133"
"8","20","3730001000000411600730","05","01","+0.0355"
"8","21","3730001000000411514945","05","01","+0.0111"
"4","32","3730001000000411716974","05","01","-0.0088"
"4","37","3730001000000411772390","05","01","+0.0990"
"8","55","3730001000000411603779","05","01","+0.0266"
"8","3","3730001000000411564353","05","01","+0.0689"
"6","11","3730001000000411609542","05","01","+0.0578"
"6","16","3730001000000411608811","05","01","+0.0622"
"11","52","3730001000000411516659","05","01","-0.0066"
"11","55","3730001000000411516703","05","01","-0.0211"
"11","58","3730001000000411600747","05","01","+0.0011"
"17","44","3730001000000411770648","05","01","+0.0233"
"17","45","3730001000000411801069","05","01","-0.0055"
"17","60","3730001000000411801076","05","01","+0.0200"
"5","44","3730001000000411742287","05","01","+0.0355"
"5","54","3730001000000411740818","05","01","+0.0411"
"8","60","3730001000000411786656","05","01","+0.0089"
"15","10","3730001000000411621933","05","01","+0.0088"
"11","1","3730001000000411571047","05","01","+0.0433"
"11","4","3730001000000411569815","05","01","+0.0289"
"11","7","3730001000000411572440","05","01","+0.0122"
"11","16","3730001000000411569556","05","01","+0.0122"
"10","45","3730001000000411795047","05","01","+0.0022"
"10","52","3730001000000411780081","05","01","-0.0278"
"10","59","3730001000000411792640","05","01","-0.0111"
"10","6","3730001000000411794644","05","01","+0.1145"
"1","16","3730001000000411513511","05","01","-0.0066"
"1","28","3730001000000411513306","05","01","+0.0144"
"6","4","3730001000000411624118","05","01","+0.0167"
"6","10","3730001000000411621407","05","01","+0.0190"
"6","12","3730001000000411636609","05","01","-0.0189"
"6","28","3730001000000411526993","05","01","+0.0167"
"6","32","3730001000000411633585","05","01","+0.0145"
"6","34","3730001000000411623869","05","01","+0.0045"
"6","42","3730001000000411651114","05","01","+0.0112"
"6","43","3730001000000411621124","05","01","+0.0045"
"6","55","3730001000000411808099","05","01","0.0000"
"3","14","3730001000000411625542","05","01","+0.0133"
"14","58","3730001000000411559465","05","01","+0.0611"
"16","59","3730001000000411563950","05","01","+0.0378"
"3","43","3730001000000411806897","05","01","+0.0255"
"1","8","3730001000000411657895","05","01","+0.0155"
"1","11","3730001000000411572273","05","01","+0.0178"
"1","18","3730001000000411598020","05","01","+0.0567"
"1","19","3730001000000411571917","05","01","+0.0444"
"1","21","3730001000000411571283","05","01","+0.0400"
"1","23","3730001000000411597245","05","01","-0.0011"
"1","29","3730001000000411598679","05","01","+0.0189"
"1","42","3730001000000411598068","05","01","-0.0200"
"1","50","3730001000000411572259","05","01","+0.0389"
"14","28","3730001000000411565138","05","01","+0.0522"
"14","38","3730001000000411608484","05","01","+0.0633"
"14","44","3730001000000411607197","05","01","+0.0533"
"14","51","3730001000000411562892","05","01","+0.0211"
"14","57","3730001000000411564117","05","01","+0.0189"
"14","59","3730001000000411629755","05","01","+0.0277"
"7","34","3730001000000411535261","05","01","+0.0211"
"8","6","3730001000000411558673","05","01","+0.0545"
"8","7","3730001000000411518639","05","01","+0.0177"
"8","13","3730001000000411559304","05","01","+0.0767"
"3","9","3730001000000411827908","05","01","+0.0211"
"3","11","3730001000000411819217","05","01","+0.0567"
"3","19","3730001000000411819385","05","01","+0.0244"
"3","24","3730001000000411821098","05","01","+0.1145"
"3","37","3730001000000411820541","05","01","+0.0611"
"3","38","3730001000000411820961","05","01","-0.0199"
"3","43","3730001000000411823580","05","01","-0.0166"
"20","33","3730001000000411820756","05","01","+0.0633"
"20","39","3730001000000411733049","05","01","-0.0055"
"20","42","3730001000000411695873","05","01","+0.0333"
"20","46","3730001000000411822644","05","01","+0.0066"
"20","52","3730001000000411821890","05","01","+0.0255"
"20","56","3730001000000411820879","05","01","+0.0266"
"20","59","3730001000000411809836","05","01","+0.0433"
"17","57","3730001000000411753573","05","01","+0.0466"
"17","39","3730001000000411774479","05","01","+0.0177"
"1","3","3730001000000411601935","05","01","+0.0300"
"1","4","3730001000000411592554","05","01","+0.0333"
"1","8","3730001000000411591540","05","01","+0.0567"
"1","17","3730001000000411593513","05","01","+0.0078"
"1","24","3730001000000411600372","05","01","+0.0266"
"1","27","3730001000000411599881","05","01","+0.0711"
"1","34","3730001000000411603311","05","01","-0.0056"
"12","46","3730001000000411544621","05","01","+0.0233"
"1","8","3730001000000411587444","05","01","+0.0856"
"1","14","3730001000000411587758","05","01","+0.0511"
"1","22","3730001000000411640408","05","01","-0.0255"
"1","26","3730001000000411640415","05","01","-0.0644"
"1","32","3730001000000411642457","05","01","+0.1257"
"1","37","3730001000000411640378","05","01","-0.0100"
"1","40","3730001000000411610449","05","01","-0.0166"
"8","3","3730001000000411802707","05","01","+0.0178"
"18","35","3730001000000411816025","05","01","-0.0177"
"18","52","3730001000000411817374","05","01","+0.0333"
"18","58","3730001000000411722159","05","01","+0.0066"
"1","51","3730001000000411588472","05","01","-0.0066"
"11","49","3730001000000411736682","05","01","+0.0466"
"11","56","3730001000000411736811","05","01","+0.0400"
"13","6","3730001000000411835941","05","01","0.0000"
"13","8","3730001000000411838560","05","01","+0.0033"
"13","23","3730001000000411837297","05","01","+0.0089"
"13","24","3730001000000411838041","05","01","+0.0745"
"13","31","3730001000000411839055","05","01","+0.0522"
"13","44","3730001000000411837778","05","01","+0.0455"
"13","45","3730001000000411838539","05","01","+0.0178"
"13","58","3730001000000411834760","05","01","+0.0255"
"13","60","3730001000000411835934","05","01","-0.0200"
"12","4","3730001000000411754457","05","01","+0.0155"
"12","17","3730001000000411730451","05","01","+0.0155"
"9","6","3730001000000411792817","05","01","+0.0845"
